iter	Logloss
0	0.5886758439
1	0.4965109535
2	0.4249406392
3	0.3657071736
4	0.3149119903
5	0.2707521226
6	0.2344703747
7	0.2040677186
8	0.1761721077
9	0.1519810064
10	0.1335381348
11	0.1141343813
12	0.09989447543
13	0.08707210412
14	0.07784743369
15	0.07011364539
16	0.06148517515
17	0.05397093477
18	0.04768835847
19	0.04265808037
20	0.03887262715
21	0.03539587462
22	0.03263634984
23	0.03021784029
24	0.02796405459
25	0.02566080676
26	0.02359795527
27	0.02204382907
28	0.02060994259
29	0.01878316609
30	0.01769949867
31	0.0163977239
32	0.01523356949
33	0.01409941102
34	0.01290439042
35	0.01205917562
36	0.01126140573
37	0.01073770765
38	0.01013512187
39	0.009650255084
40	0.009123600328
41	0.008725814773
42	0.008357095873
43	0.007953875123
44	0.007501089197
45	0.007136013974
46	0.006778955749
47	0.006389490626
48	0.006074315085
49	0.005814105574
50	0.005614142325
51	0.005309271576
52	0.005089897523
53	0.004847509
54	0.004650204024
55	0.004487245567
56	0.004296879675
57	0.004158992051
58	0.00398873719
59	0.003804442733
60	0.003654249786
61	0.003545041094
62	0.003421157903
63	0.003322835534
64	0.003193786341
65	0.003075248048
66	0.002999934596
67	0.002893519497
68	0.002792395683
69	0.002680589065
70	0.002626402766
71	0.002540982069
72	0.002481520597
73	0.00241138275
74	0.002355669845
75	0.002293494244
76	0.00222267676
77	0.002155931105
78	0.002095969728
79	0.002043635044
80	0.001991574429
81	0.001947969368
82	0.001903995476
83	0.001850286532
84	0.001799249282
85	0.0017350317
86	0.001693111669
87	0.001649571138
88	0.001613150899
89	0.001577471275
90	0.001533464133
91	0.001500648917
92	0.001479025841
93	0.001432950447
94	0.001411141834
95	0.001385471251
96	0.001365243341
97	0.001339816245
98	0.001320028968
99	0.00129835707
100	0.001266245403
101	0.00124675071
102	0.001217911374
103	0.001193604965
104	0.001168904048
105	0.001152971357
106	0.00113280803
107	0.001119214687
108	0.001104166065
109	0.00108623545
110	0.001073860546
111	0.001056072048
112	0.001039050841
113	0.00101407069
114	0.001000767083
115	0.0009823136753
116	0.0009734372987
117	0.0009599736312
118	0.0009413705527
119	0.0009298058981
120	0.0009203165439
121	0.000912185347
122	0.0009020575927
123	0.0008891080322
124	0.000877152839
125	0.0008693226453
126	0.0008564517495
127	0.0008459183913
128	0.00083939509
129	0.0008301536705
130	0.0008219329077
131	0.0008132040143
132	0.0008052557472
133	0.0007938656063
134	0.000786346076
135	0.0007763538584
136	0.0007677517091
137	0.000759230939
138	0.0007479775856
139	0.0007409666743
140	0.0007339020007
141	0.0007259971483
142	0.0007207879456
143	0.0007091712568
144	0.0007022338623
145	0.0006947735098
146	0.0006870855904
147	0.0006817392547
148	0.0006761403682
149	0.0006693064759
150	0.0006642270421
151	0.0006584486694
152	0.000652144088
153	0.0006450757829
154	0.000638558613
155	0.0006312001912
156	0.0006237025762
157	0.000616938883
158	0.0006107884255
159	0.0006044626781
160	0.0005992506129
161	0.0005925805207
162	0.0005876415277
163	0.0005797338445
164	0.0005754871403
165	0.000570885301
166	0.0005648088929
167	0.0005611700402
168	0.0005560179102
169	0.0005514503244
170	0.0005460130236
171	0.0005405571755
172	0.000535213682
173	0.0005307906809
174	0.0005267474507
175	0.000522697016
176	0.0005172082702
177	0.0005135065551
178	0.0005092967086
179	0.0005047234872
180	0.0004988883032
181	0.0004956167806
182	0.0004922225517
183	0.0004871836007
184	0.0004836861532
185	0.0004797215864
186	0.0004757524367
187	0.000470664356
188	0.0004663298125
189	0.0004625860439
190	0.0004584794335
191	0.0004550010752
192	0.0004513011052
193	0.0004483812539
194	0.0004444475439
195	0.0004395433284
196	0.0004358555433
197	0.0004335332141
198	0.0004305471522
199	0.000427503953
200	0.00042369685
201	0.0004208362664
202	0.0004171410778
203	0.0004150166171
204	0.000411948855
205	0.0004084446149
206	0.0004039104405
207	0.0004009856975
208	0.0003987739011
209	0.0003959559299
210	0.0003936936166
211	0.0003913237257
212	0.0003888667437
213	0.0003866504717
214	0.0003836878136
215	0.0003818626005
216	0.0003807132476
217	0.0003786614063
218	0.0003786571128
219	0.0003768133464
220	0.0003745669987
221	0.0003724957848
222	0.0003705560752
223	0.0003686730375
224	0.0003666662704
225	0.0003636589723
226	0.000361455204
227	0.0003592865259
228	0.000356525034
229	0.0003565174453
230	0.000355824998
231	0.0003523151271
232	0.0003514873347
233	0.000350359442
234	0.0003484562584
235	0.0003469357521
236	0.0003469322824
237	0.0003469015461
238	0.0003448293347
239	0.0003447965024
240	0.0003435701836
241	0.0003418199103
242	0.000340159131
243	0.0003380927374
244	0.0003380923109
245	0.0003380891304
246	0.000336366429
247	0.0003347580985
248	0.0003347564262
249	0.0003331386409
250	0.0003312190646
251	0.0003299736483
252	0.0003284714742
253	0.0003284714742
254	0.0003284682551
255	0.0003284405835
256	0.0003270198479
257	0.0003254704888
258	0.0003254700936
259	0.0003239366252
260	0.0003226578733
261	0.0003217284413
262	0.0003213390519
263	0.0003213272223
264	0.0003198638126
